employee_id,recommended_learning_plan
1251,Critical Thinking & Complex Decision Making (C-SOFT-01)
1252,Critical Thinking & Complex Decision Making (C-SOFT-01)
1254,Critical Thinking & Complex Decision Making (C-SOFT-01)
1255,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1256,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1257,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1258,Critical Thinking & Complex Decision Making (C-SOFT-01)
1259,Critical Thinking & Complex Decision Making (C-SOFT-01)
1260,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1263,Critical Thinking & Complex Decision Making (C-SOFT-01)
1264,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1265,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1267,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1268,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1269,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1270,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1273,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1275,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1277,Critical Thinking & Complex Decision Making (C-SOFT-01)
1278,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1279,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1280,Critical Thinking & Complex Decision Making (C-SOFT-01)
1281,Critical Thinking & Complex Decision Making (C-SOFT-01)
1282,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1283,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1285,Critical Thinking & Complex Decision Making (C-SOFT-01)
1286,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1288,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1289,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1291,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1292,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1293,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1294,Critical Thinking & Complex Decision Making (C-SOFT-01)
1295,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1296,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1297,Critical Thinking & Complex Decision Making (C-SOFT-01)
1298,Critical Thinking & Complex Decision Making (C-SOFT-01)
1299,Critical Thinking & Complex Decision Making (C-SOFT-01)
1301,Critical Thinking & Complex Decision Making (C-SOFT-01)
1303,Critical Thinking & Complex Decision Making (C-SOFT-01)
1304,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1306,Critical Thinking & Complex Decision Making (C-SOFT-01)
1307,Critical Thinking & Complex Decision Making (C-SOFT-01)
1308,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1309,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1310,Critical Thinking & Complex Decision Making (C-SOFT-01)
1311,Critical Thinking & Complex Decision Making (C-SOFT-01)
1312,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1314,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1315,Critical Thinking & Complex Decision Making (C-SOFT-01)
1317,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1318,Critical Thinking & Complex Decision Making (C-SOFT-01)
1319,Critical Thinking & Complex Decision Making (C-SOFT-01)
1321,Critical Thinking & Complex Decision Making (C-SOFT-01)
1322,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1324,Critical Thinking & Complex Decision Making (C-SOFT-01)
1329,Critical Thinking & Complex Decision Making (C-SOFT-01)
1331,Critical Thinking & Complex Decision Making (C-SOFT-01)
1333,Critical Thinking & Complex Decision Making (C-SOFT-01)
1334,Critical Thinking & Complex Decision Making (C-SOFT-01)
1336,Critical Thinking & Complex Decision Making (C-SOFT-01)
1338,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1340,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1344,Critical Thinking & Complex Decision Making (C-SOFT-01)
1346,Critical Thinking & Complex Decision Making (C-SOFT-01)
1349,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1350,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1352,Critical Thinking & Complex Decision Making (C-SOFT-01)
1355,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1356,Critical Thinking & Complex Decision Making (C-SOFT-01)
1358,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1360,Critical Thinking & Complex Decision Making (C-SOFT-01)
1361,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1362,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1363,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1364,Critical Thinking & Complex Decision Making (C-SOFT-01)
1367,Critical Thinking & Complex Decision Making (C-SOFT-01)
1368,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1369,Critical Thinking & Complex Decision Making (C-SOFT-01)
1371,Critical Thinking & Complex Decision Making (C-SOFT-01)
1372,Critical Thinking & Complex Decision Making (C-SOFT-01)
1373,Critical Thinking & Complex Decision Making (C-SOFT-01)
1374,Critical Thinking & Complex Decision Making (C-SOFT-01)
1375,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1377,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1379,Critical Thinking & Complex Decision Making (C-SOFT-01)
1380,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1382,Critical Thinking & Complex Decision Making (C-SOFT-01)
1383,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1387,Critical Thinking & Complex Decision Making (C-SOFT-01)
1389,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1390,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1391,Critical Thinking & Complex Decision Making (C-SOFT-01)
1392,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1394,Critical Thinking & Complex Decision Making (C-SOFT-01)
1395,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1396,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1397,Critical Thinking & Complex Decision Making (C-SOFT-01)
1399,Critical Thinking & Complex Decision Making (C-SOFT-01)
1401,Critical Thinking & Complex Decision Making (C-SOFT-01)
1402,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1403,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1405,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1407,Critical Thinking & Complex Decision Making (C-SOFT-01)
1408,Critical Thinking & Complex Decision Making (C-SOFT-01)
1409,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1411,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1412,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1415,Critical Thinking & Complex Decision Making (C-SOFT-01)
1417,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1419,Critical Thinking & Complex Decision Making (C-SOFT-01)
1420,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1421,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1422,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1423,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1424,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1425,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1427,Critical Thinking & Complex Decision Making (C-SOFT-01)
1428,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1430,Critical Thinking & Complex Decision Making (C-SOFT-01)
1431,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1433,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1434,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1435,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1436,Critical Thinking & Complex Decision Making (C-SOFT-01)
1438,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1439,Critical Thinking & Complex Decision Making (C-SOFT-01)
1440,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1441,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1443,Critical Thinking & Complex Decision Making (C-SOFT-01)
1445,Critical Thinking & Complex Decision Making (C-SOFT-01)
1446,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1447,Critical Thinking & Complex Decision Making (C-SOFT-01)
1448,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1449,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1453,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1457,Critical Thinking & Complex Decision Making (C-SOFT-01)
1458,Critical Thinking & Complex Decision Making (C-SOFT-01)
1459,Critical Thinking & Complex Decision Making (C-SOFT-01)
1460,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1461,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1464,Critical Thinking & Complex Decision Making (C-SOFT-01)
1465,Critical Thinking & Complex Decision Making (C-SOFT-01)
1466,Critical Thinking & Complex Decision Making (C-SOFT-01)
1467,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1468,Critical Thinking & Complex Decision Making (C-SOFT-01)
1469,Critical Thinking & Complex Decision Making (C-SOFT-01)
1471,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1472,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1473,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1474,Critical Thinking & Complex Decision Making (C-SOFT-01)
1475,Critical Thinking & Complex Decision Making (C-SOFT-01)
1477,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1478,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1479,Critical Thinking & Complex Decision Making (C-SOFT-01)
1480,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1481,Critical Thinking & Complex Decision Making (C-SOFT-01)
1482,Critical Thinking & Complex Decision Making (C-SOFT-01)
1483,Applied Machine Learning & Deep Learning (C-TECH-03)
1484,Critical Thinking & Complex Decision Making (C-SOFT-01)
1485,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1486,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1487,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1489,Critical Thinking & Complex Decision Making (C-SOFT-01)
1492,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1494,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1495,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1496,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1497,Critical Thinking & Complex Decision Making (C-SOFT-01)
1499,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1501,Critical Thinking & Complex Decision Making (C-SOFT-01)
1502,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1503,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1504,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1506,Critical Thinking & Complex Decision Making (C-SOFT-01)
1507,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1509,Critical Thinking & Complex Decision Making (C-SOFT-01)
1513,Critical Thinking & Complex Decision Making (C-SOFT-01)
1514,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1515,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1516,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1520,Critical Thinking & Complex Decision Making (C-SOFT-01)
1522,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1523,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1525,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1527,Critical Thinking & Complex Decision Making (C-SOFT-01)
1529,Critical Thinking & Complex Decision Making (C-SOFT-01)
1533,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1534,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1535,Critical Thinking & Complex Decision Making (C-SOFT-01)
1537,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Applied Machine Learning & Deep Learning (C-TECH-03)
1539,Critical Thinking & Complex Decision Making (C-SOFT-01)
1541,Critical Thinking & Complex Decision Making (C-SOFT-01)
1542,Critical Thinking & Complex Decision Making (C-SOFT-01)
1543,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1544,Critical Thinking & Complex Decision Making (C-SOFT-01)
1545,Critical Thinking & Complex Decision Making (C-SOFT-01)
1546,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1547,Critical Thinking & Complex Decision Making (C-SOFT-01)
1548,Critical Thinking & Complex Decision Making (C-SOFT-01)
1549,Critical Thinking & Complex Decision Making (C-SOFT-01)
1550,Critical Thinking & Complex Decision Making (C-SOFT-01)
1551,Critical Thinking & Complex Decision Making (C-SOFT-01)
1552,Critical Thinking & Complex Decision Making (C-SOFT-01)
1553,Critical Thinking & Complex Decision Making (C-SOFT-01)
1554,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1555,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1556,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1557,Critical Thinking & Complex Decision Making (C-SOFT-01)
1558,Critical Thinking & Complex Decision Making (C-SOFT-01)
1560,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1562,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1563,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1564,Critical Thinking & Complex Decision Making (C-SOFT-01)
1568,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1569,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1572,Critical Thinking & Complex Decision Making (C-SOFT-01)
1573,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1574,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1576,Critical Thinking & Complex Decision Making (C-SOFT-01)
1577,Critical Thinking & Complex Decision Making (C-SOFT-01)
1578,Critical Thinking & Complex Decision Making (C-SOFT-01)
1580,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1581,Critical Thinking & Complex Decision Making (C-SOFT-01)
1582,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1583,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1585,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1586,Critical Thinking & Complex Decision Making (C-SOFT-01)
1587,Critical Thinking & Complex Decision Making (C-SOFT-01)
1588,Critical Thinking & Complex Decision Making (C-SOFT-01)
1590,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1591,Critical Thinking & Complex Decision Making (C-SOFT-01)
1592,Critical Thinking & Complex Decision Making (C-SOFT-01)
1594,Critical Thinking & Complex Decision Making (C-SOFT-01)
1595,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1596,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1597,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1598,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1599,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1601,Critical Thinking & Complex Decision Making (C-SOFT-01)
1602,Critical Thinking & Complex Decision Making (C-SOFT-01)
1604,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1605,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1606,Critical Thinking & Complex Decision Making (C-SOFT-01)
1607,Critical Thinking & Complex Decision Making (C-SOFT-01)
1608,Critical Thinking & Complex Decision Making (C-SOFT-01)
1609,Critical Thinking & Complex Decision Making (C-SOFT-01)
1611,Critical Thinking & Complex Decision Making (C-SOFT-01)
1612,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1613,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1614,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1615,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1617,Critical Thinking & Complex Decision Making (C-SOFT-01)
1618,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1619,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1621,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1622,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1623,Critical Thinking & Complex Decision Making (C-SOFT-01)
1624,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1625,Critical Thinking & Complex Decision Making (C-SOFT-01)
1627,Critical Thinking & Complex Decision Making (C-SOFT-01)
1628,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1630,Critical Thinking & Complex Decision Making (C-SOFT-01)
1631,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1633,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1635,Critical Thinking & Complex Decision Making (C-SOFT-01)
1638,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1639,Critical Thinking & Complex Decision Making (C-SOFT-01)
1640,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1641,Critical Thinking & Complex Decision Making (C-SOFT-01)
1642,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1644,Critical Thinking & Complex Decision Making (C-SOFT-01)
1645,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1646,Critical Thinking & Complex Decision Making (C-SOFT-01)
1647,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1648,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1649,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1650,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1651,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1653,Critical Thinking & Complex Decision Making (C-SOFT-01)
1654,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1655,Critical Thinking & Complex Decision Making (C-SOFT-01)
1656,Critical Thinking & Complex Decision Making (C-SOFT-01)
1657,Critical Thinking & Complex Decision Making (C-SOFT-01)
1658,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1659,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1661,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1662,Critical Thinking & Complex Decision Making (C-SOFT-01)
1664,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1665,Critical Thinking & Complex Decision Making (C-SOFT-01)
1666,Critical Thinking & Complex Decision Making (C-SOFT-01)
1667,Critical Thinking & Complex Decision Making (C-SOFT-01)
1668,Critical Thinking & Complex Decision Making (C-SOFT-01) + Production MLOps & Model Deployment (C-TECH-04)
1669,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1670,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1671,Critical Thinking & Complex Decision Making (C-SOFT-01)
1673,Critical Thinking & Complex Decision Making (C-SOFT-01)
1674,Critical Thinking & Complex Decision Making (C-SOFT-01)
1675,Critical Thinking & Complex Decision Making (C-SOFT-01)
1676,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1677,Critical Thinking & Complex Decision Making (C-SOFT-01)
1678,Critical Thinking & Complex Decision Making (C-SOFT-01)
1680,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1681,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1682,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1683,Critical Thinking & Complex Decision Making (C-SOFT-01)
1684,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1687,Critical Thinking & Complex Decision Making (C-SOFT-01)
1689,Critical Thinking & Complex Decision Making (C-SOFT-01)
1691,Critical Thinking & Complex Decision Making (C-SOFT-01)
1692,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1693,Critical Thinking & Complex Decision Making (C-SOFT-01)
1694,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1696,Critical Thinking & Complex Decision Making (C-SOFT-01)
1697,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1698,Critical Thinking & Complex Decision Making (C-SOFT-01)
1700,Critical Thinking & Complex Decision Making (C-SOFT-01)
1701,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1702,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1703,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1704,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1706,Critical Thinking & Complex Decision Making (C-SOFT-01)
1707,Critical Thinking & Complex Decision Making (C-SOFT-01)
1708,Critical Thinking & Complex Decision Making (C-SOFT-01)
1709,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1710,Critical Thinking & Complex Decision Making (C-SOFT-01)
1712,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1714,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1716,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1718,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1719,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1720,Critical Thinking & Complex Decision Making (C-SOFT-01)
1721,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1722,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1724,Critical Thinking & Complex Decision Making (C-SOFT-01)
1725,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1727,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1728,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1729,Critical Thinking & Complex Decision Making (C-SOFT-01)
1731,Critical Thinking & Complex Decision Making (C-SOFT-01)
1732,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1733,Critical Thinking & Complex Decision Making (C-SOFT-01)
1734,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1735,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1736,Critical Thinking & Complex Decision Making (C-SOFT-01)
1737,Critical Thinking & Complex Decision Making (C-SOFT-01)
1739,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1740,Critical Thinking & Complex Decision Making (C-SOFT-01)
1744,Critical Thinking & Complex Decision Making (C-SOFT-01)
1745,Critical Thinking & Complex Decision Making (C-SOFT-01)
1746,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1747,Critical Thinking & Complex Decision Making (C-SOFT-01)
1749,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1751,Critical Thinking & Complex Decision Making (C-SOFT-01)
1752,Critical Thinking & Complex Decision Making (C-SOFT-01)
1753,Critical Thinking & Complex Decision Making (C-SOFT-01)
1754,Critical Thinking & Complex Decision Making (C-SOFT-01)
1755,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1756,Critical Thinking & Complex Decision Making (C-SOFT-01)
1757,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1758,Critical Thinking & Complex Decision Making (C-SOFT-01)
1760,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1761,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1762,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1763,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1764,Critical Thinking & Complex Decision Making (C-SOFT-01)
1766,Critical Thinking & Complex Decision Making (C-SOFT-01)
1767,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1768,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1770,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1771,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1772,Critical Thinking & Complex Decision Making (C-SOFT-01)
1774,Critical Thinking & Complex Decision Making (C-SOFT-01)
1775,Critical Thinking & Complex Decision Making (C-SOFT-01)
1778,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1779,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1780,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1782,Critical Thinking & Complex Decision Making (C-SOFT-01)
1783,Critical Thinking & Complex Decision Making (C-SOFT-01)
1784,Critical Thinking & Complex Decision Making (C-SOFT-01)
1786,Critical Thinking & Complex Decision Making (C-SOFT-01)
1787,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1789,Critical Thinking & Complex Decision Making (C-SOFT-01)
1790,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1792,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1794,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1797,Critical Thinking & Complex Decision Making (C-SOFT-01)
1798,Applied Machine Learning & Deep Learning (C-TECH-03)
1799,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1800,Critical Thinking & Complex Decision Making (C-SOFT-01)
1801,Critical Thinking & Complex Decision Making (C-SOFT-01)
1802,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1803,Critical Thinking & Complex Decision Making (C-SOFT-01)
1804,Critical Thinking & Complex Decision Making (C-SOFT-01)
1805,Critical Thinking & Complex Decision Making (C-SOFT-01)
1807,Critical Thinking & Complex Decision Making (C-SOFT-01)
1809,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1812,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1813,Critical Thinking & Complex Decision Making (C-SOFT-01)
1814,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1815,Critical Thinking & Complex Decision Making (C-SOFT-01)
1816,Critical Thinking & Complex Decision Making (C-SOFT-01)
1818,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1821,Critical Thinking & Complex Decision Making (C-SOFT-01)
1822,Critical Thinking & Complex Decision Making (C-SOFT-01)
1823,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1824,Critical Thinking & Complex Decision Making (C-SOFT-01)
1826,Critical Thinking & Complex Decision Making (C-SOFT-01)
1827,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1829,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1830,Critical Thinking & Complex Decision Making (C-SOFT-01)
1833,Critical Thinking & Complex Decision Making (C-SOFT-01)
1834,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1835,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1836,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1837,Critical Thinking & Complex Decision Making (C-SOFT-01)
1839,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1842,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1844,Critical Thinking & Complex Decision Making (C-SOFT-01)
1845,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1847,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1849,Critical Thinking & Complex Decision Making (C-SOFT-01)
1850,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1852,Critical Thinking & Complex Decision Making (C-SOFT-01)
1853,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1854,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1856,Critical Thinking & Complex Decision Making (C-SOFT-01)
1857,Critical Thinking & Complex Decision Making (C-SOFT-01)
1858,Critical Thinking & Complex Decision Making (C-SOFT-01)
1859,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1860,Critical Thinking & Complex Decision Making (C-SOFT-01)
1862,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1863,Critical Thinking & Complex Decision Making (C-SOFT-01)
1864,Critical Thinking & Complex Decision Making (C-SOFT-01)
1865,Executive Communication & Stakeholder Alignment (C-SOFT-02)
