employee_id,job_role,total_required_skills,current_skills_count,matched_skills_count,missing_skills_count,career_readiness_pct,missing_skills_list,current_skills_list
832,Laboratory Technician,20,10,10,10,50.0,Data entry software|Database software|Google Docs|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|SAP software|Science|Speaking,Active Learning|Active Listening|Billing software|Commercial plate reader software|Critical Thinking|MEDITECH software|Microsoft Office software|Microsoft Word|Reading Comprehension|Writing
833,Manufacturing Director,20,10,10,10,50.0,Adobe Acrobat|Adobe Creative Cloud software|Amazon Web Services AWS software|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Learning Strategies|Reading Comprehension|Speaking|Writing,Active Learning|Active Listening|Adobe Photoshop|Apache Hadoop|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring
834,Research Scientist,22,9,9,13,40.91,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Bash|C++|Critical Thinking|Docker|Git|Mathematics|Monitoring|Science|Speaking,Active Listening|Apache Kafka|Apache Spark|C|GitHub|Go|Learning Strategies|Reading Comprehension|Writing
836,Manufacturing Director,20,10,10,10,50.0,Active Learning|Adobe Acrobat|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Monitoring|Reading Comprehension|Speaking,Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Atlassian Confluence|Atlassian JIRA|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Writing
837,Healthcare Representative,19,10,10,9,52.63,Apache Hadoop|Google Analytics|HubSpot software|IBM SPSS Statistics|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Salesforce software,Active Learning|Active Listening|Amazon Web Services AWS software|Critical Thinking|Google Workspace software|Intuit QuickBooks|Linux|Reading Comprehension|Speaking|Writing
838,Research Scientist,22,10,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|Bash|C|C++|Docker|GitHub|Go|Science,Active Listening|Apache Hadoop|Critical Thinking|Git|Learning Strategies|Mathematics|Monitoring|Reading Comprehension|Speaking|Writing
840,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Speaking|Writing,Adobe Acrobat|Adobe InDesign|Critical Thinking|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software
842,Sales Executive,19,10,10,9,52.63,Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Speaking,Active Learning|Adobe Creative Cloud software|Adobe InDesign|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Writing
843,Research Director,22,14,14,8,63.64,Active Learning|Critical Thinking|ESRI ArcGIS software|Microsoft Access|Microsoft PowerPoint|Reading Comprehension|Science|Speaking,Active Listening|Adobe Acrobat|Adobe Photoshop|IBM SPSS Statistics|Learning Strategies|Mathematics|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft Project|Microsoft SharePoint|Microsoft Visio|Monitoring|Writing
844,Research Director,22,11,11,11,50.0,Active Listening|Adobe Photoshop|ESRI ArcGIS software|Learning Strategies|Mathematics|Microsoft Office software|Microsoft PowerPoint|Microsoft Project|Microsoft Visio|Reading Comprehension|Science,Active Learning|Adobe Acrobat|Critical Thinking|IBM SPSS Statistics|Microsoft Access|Microsoft Excel|Microsoft Outlook|Microsoft SharePoint|Monitoring|Speaking|Writing
845,Manufacturing Director,20,11,11,9,55.0,Adobe Acrobat|Adobe Photoshop|Atlassian Confluence|Critical Thinking|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Writing,Active Learning|Active Listening|Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian JIRA|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Microsoft Office software
846,Sales Executive,19,9,9,10,47.37,Active Listening|Adobe Acrobat|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking,Active Learning|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Microsoft Office software|Microsoft PowerPoint|Monitoring|Writing
847,Human Resources,20,8,8,12,40.0,Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Applicant tracking software|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Oracle HRIS|Reading Comprehension|Workday software,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Microsoft Office software|Monitoring|Speaking|Writing
848,Research Scientist,22,10,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Spark|C++|Critical Thinking|Docker|Git|Mathematics|Speaking|Writing,Active Listening|Apache Kafka|Bash|C|GitHub|Go|Learning Strategies|Monitoring|Reading Comprehension|Science
850,Research Scientist,22,8,8,14,36.36,Active Listening|Ansible software|Apache Hadoop|Bash|C++|Docker|Git|GitHub|Learning Strategies|Mathematics|Reading Comprehension|Science|Speaking|Writing,Active Learning|Amazon Web Services AWS software|Apache Kafka|Apache Spark|C|Critical Thinking|Go|Monitoring
851,Manager,20,14,14,6,70.0,Active Learning|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Reading Comprehension|Speaking,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Autodesk AutoCAD|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Writing
852,Healthcare Representative,19,9,9,10,47.37,Active Listening|Apache Hadoop|Critical Thinking|Google Analytics|Intuit QuickBooks|Linux|Microsoft Excel|Monitoring|Salesforce software|Writing,Active Learning|Amazon Web Services AWS software|Google Workspace software|HubSpot software|IBM SPSS Statistics|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Speaking
854,Research Scientist,22,10,10,12,45.45,Active Learning|Active Listening|Ansible software|Apache Kafka|Bash|C++|GitHub|Go|Learning Strategies|Monitoring|Reading Comprehension|Writing,Amazon Web Services AWS software|Apache Hadoop|Apache Spark|C|Critical Thinking|Docker|Git|Mathematics|Science|Speaking
855,Sales Executive,19,9,9,10,47.37,Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Speaking|Writing,Active Learning|Active Listening|Adobe Acrobat|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Monitoring
856,Research Scientist,22,10,10,12,45.45,Active Listening|Ansible software|Apache Hadoop|Apache Spark|C|Critical Thinking|Docker|GitHub|Go|Monitoring|Science|Speaking,Active Learning|Amazon Web Services AWS software|Apache Kafka|Bash|C++|Git|Learning Strategies|Mathematics|Reading Comprehension|Writing
857,Sales Executive,19,11,11,8,57.89,Active Learning|Adobe Illustrator|Adobe InDesign|Apple macOS|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Writing
859,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Reading Comprehension|Salesforce software|Writing,Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Critical Thinking|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Speaking
861,Research Scientist,22,11,11,11,50.0,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|C|C++|Docker|Git|Learning Strategies|Mathematics|Reading Comprehension,Active Listening|Apache Kafka|Apache Spark|Bash|Critical Thinking|GitHub|Go|Monitoring|Science|Speaking|Writing
862,Sales Executive,19,15,15,4,78.95,Active Learning|Autodesk AutoCAD|Critical Thinking|Writing,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Speaking
864,Sales Executive,19,11,11,8,57.89,Active Listening|Adobe Creative Cloud software|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Outlook|Microsoft PowerPoint|Speaking,Active Learning|Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Critical Thinking|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension|Salesforce software|Writing
865,Research Scientist,22,11,11,11,50.0,Active Learning|Amazon Web Services AWS software|Apache Spark|C|C++|Critical Thinking|Git|GitHub|Go|Learning Strategies|Reading Comprehension,Active Listening|Ansible software|Apache Hadoop|Apache Kafka|Bash|Docker|Mathematics|Monitoring|Science|Speaking|Writing
867,Manufacturing Director,20,14,14,6,70.0,Active Learning|Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Speaking|Writing,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension
868,Sales Executive,19,9,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Monitoring|Reading Comprehension|Salesforce software|Speaking,Active Listening|Adobe Illustrator|Adobe Photoshop|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Writing
869,Human Resources,20,9,9,11,45.0,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Applicant tracking software|Learning Strategies|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Active Learning|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Critical Thinking|Microsoft Excel|Oracle HRIS|Speaking|Workday software
872,Manufacturing Director,20,8,8,12,40.0,Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Apple macOS|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Excel|Monitoring|Reading Comprehension|Speaking,Active Learning|Active Listening|Apache Hadoop|Atlassian Confluence|Autodesk AutoCAD|Microsoft Office software|Microsoft PowerPoint|Writing
874,Laboratory Technician,20,10,10,10,50.0,Active Listening|Commercial plate reader software|Database software|Google Docs|MEDITECH software|Microsoft PowerPoint|Microsoft Word|Reading Comprehension|SAP software|Science,Active Learning|Billing software|Critical Thinking|Data entry software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Speaking|Writing
875,Research Scientist,22,10,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Bash|C++|Critical Thinking|Docker|GitHub|Learning Strategies|Reading Comprehension|Science|Speaking,Active Listening|Apache Hadoop|Apache Kafka|Apache Spark|C|Git|Go|Mathematics|Monitoring|Writing
878,Human Resources,20,9,9,11,45.0,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Monitoring|Oracle HRIS|Speaking|Workday software,Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Applicant tracking software|Critical Thinking|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Writing
879,Sales Executive,19,8,8,11,42.11,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring,Adobe Acrobat|Adobe InDesign|Autodesk AutoCAD|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking|Writing
880,Manufacturing Director,20,11,11,9,55.0,Adobe Creative Cloud software|Adobe Photoshop|Atlassian Confluence|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Active Learning|Active Listening|Adobe Acrobat|Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian JIRA|Autodesk AutoCAD|Critical Thinking|Learning Strategies|Speaking
881,Research Scientist,22,11,11,11,50.0,Active Learning|Amazon Web Services AWS software|C|Critical Thinking|GitHub|Go|Learning Strategies|Monitoring|Science|Speaking|Writing,Active Listening|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|Bash|C++|Docker|Git|Mathematics|Reading Comprehension
882,Laboratory Technician,20,8,8,12,40.0,Active Learning|Active Listening|Billing software|Critical Thinking|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Speaking,Commercial plate reader software|Data entry software|Database software|Google Docs|Microsoft Outlook|Microsoft Word|Science|Writing
885,Sales Executive,19,8,8,11,42.11,Active Learning|Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Salesforce software,Adobe Creative Cloud software|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Monitoring|Reading Comprehension|Speaking|Writing
887,Research Scientist,22,10,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Hadoop|Apache Kafka|Bash|C++|Docker|Go|Learning Strategies|Science|Speaking,Ansible software|Apache Spark|C|Critical Thinking|Git|GitHub|Mathematics|Monitoring|Reading Comprehension|Writing
888,Laboratory Technician,20,9,9,11,45.0,Active Learning|Active Listening|Critical Thinking|Data entry software|Google Docs|MEDITECH software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Reading Comprehension|Science,Billing software|Commercial plate reader software|Database software|Microsoft Excel|Microsoft Office software|Monitoring|SAP software|Speaking|Writing
889,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Critical Thinking|Microsoft Excel|Microsoft Office software|Monitoring|Salesforce software|Writing
893,Sales Representative,19,8,8,11,42.11,Active Learning|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software|Speaking,Active Listening|Adobe Acrobat|Adobe Illustrator|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Writing
894,Laboratory Technician,20,11,11,9,55.0,Commercial plate reader software|Data entry software|Database software|Google Docs|Microsoft Excel|Microsoft Outlook|Microsoft Word|Reading Comprehension|Writing,Active Learning|Active Listening|Billing software|Critical Thinking|MEDITECH software|Microsoft Office software|Microsoft PowerPoint|Monitoring|SAP software|Science|Speaking
895,Research Scientist,22,10,10,12,45.45,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Spark|C|Critical Thinking|Learning Strategies|Monitoring|Reading Comprehension|Science|Speaking,Active Learning|Apache Kafka|Bash|C++|Docker|Git|GitHub|Go|Mathematics|Writing
896,Sales Representative,19,8,8,11,42.11,Active Listening|Adobe Creative Cloud software|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Writing,Active Learning|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Salesforce software
897,Sales Executive,19,13,13,6,68.42,Adobe Acrobat|Adobe InDesign|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Writing,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Speaking
899,Manufacturing Director,20,11,11,9,55.0,Active Listening|Amazon Web Services AWS software|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Monitoring|Speaking|Writing,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apache Hadoop|Apple macOS|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Microsoft Office software|Reading Comprehension
900,Sales Representative,19,9,9,10,47.37,Active Learning|Active Listening|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Salesforce software|Speaking|Writing,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension
901,Research Director,22,16,16,6,72.73,Active Listening|ESRI ArcGIS software|Microsoft Excel|Microsoft Office software|Microsoft SharePoint|Monitoring,Active Learning|Adobe Acrobat|Adobe Photoshop|Critical Thinking|IBM SPSS Statistics|Learning Strategies|Mathematics|Microsoft Access|Microsoft Outlook|Microsoft PowerPoint|Microsoft Project|Microsoft Visio|Reading Comprehension|Science|Speaking|Writing
902,Healthcare Representative,19,10,10,9,52.63,Active Listening|Apache Hadoop|Critical Thinking|Google Workspace software|HubSpot software|Intuit QuickBooks|Microsoft Excel|Speaking|Writing,Active Learning|Amazon Web Services AWS software|Google Analytics|IBM SPSS Statistics|Linux|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software
903,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Reading Comprehension|Salesforce software,Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Speaking|Writing
904,Sales Executive,19,9,9,10,47.37,Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Apple macOS|Critical Thinking|Microsoft Excel|Monitoring|Reading Comprehension|Salesforce software|Speaking,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe InDesign|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Writing
905,Manager,20,14,14,6,70.0,Adobe Photoshop|Amazon Web Services AWS software|Apache Hadoop|Atlassian JIRA|Autodesk AutoCAD|Microsoft Office software,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Atlassian Confluence|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking|Writing
909,Human Resources,20,10,10,10,50.0,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Applicant tracking software|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Workday software|Writing,Active Learning|Adobe Acrobat|Adobe InDesign|Adobe Photoshop|Learning Strategies|Microsoft Excel|Microsoft Office software|Oracle HRIS|Reading Comprehension|Speaking
910,Human Resources,20,9,9,11,45.0,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Workday software,Active Listening|Adobe InDesign|Applicant tracking software|Learning Strategies|Microsoft PowerPoint|Oracle HRIS|Reading Comprehension|Speaking|Writing
911,Laboratory Technician,20,8,8,12,40.0,Active Learning|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Word|SAP software|Science|Writing,Active Listening|Database software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking
912,Laboratory Technician,20,9,9,11,45.0,Active Learning|Billing software|Commercial plate reader software|Google Docs|Microsoft Excel|Microsoft Outlook|Microsoft Word|Monitoring|Reading Comprehension|Speaking|Writing,Active Listening|Critical Thinking|Data entry software|Database software|MEDITECH software|Microsoft Office software|Microsoft PowerPoint|SAP software|Science
913,Research Scientist,22,10,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|C|C++|Critical Thinking|Git|GitHub|Monitoring|Speaking|Writing,Apache Hadoop|Apache Kafka|Apache Spark|Bash|Docker|Go|Learning Strategies|Mathematics|Reading Comprehension|Science
916,Sales Executive,19,8,8,11,42.11,Active Learning|Active Listening|Adobe Acrobat|Adobe Illustrator|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Salesforce software|Speaking|Writing,Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension
918,Laboratory Technician,20,8,8,12,40.0,Active Learning|Billing software|Data entry software|Google Docs|MEDITECH software|Microsoft Excel|Monitoring|Reading Comprehension|SAP software|Science|Speaking|Writing,Active Listening|Commercial plate reader software|Critical Thinking|Database software|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word
920,Manufacturing Director,20,8,8,12,40.0,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Apache Hadoop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Microsoft Office software|Monitoring|Reading Comprehension|Writing,Active Learning|Amazon Web Services AWS software|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Excel|Microsoft PowerPoint|Speaking
922,Sales Representative,19,8,8,11,42.11,Active Learning|Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension,Adobe Creative Cloud software|Adobe Photoshop|Apple macOS|Microsoft Excel|Microsoft Office software|Salesforce software|Speaking|Writing
923,Research Scientist,22,9,9,13,40.91,Active Listening|Ansible software|Apache Kafka|C|Critical Thinking|Docker|Git|GitHub|Go|Mathematics|Reading Comprehension|Science|Writing,Active Learning|Amazon Web Services AWS software|Apache Hadoop|Apache Spark|Bash|C++|Learning Strategies|Monitoring|Speaking
924,Healthcare Representative,19,11,11,8,57.89,Amazon Web Services AWS software|Apache Hadoop|Google Analytics|Google Workspace software|Linux|Microsoft Office software|Speaking|Writing,Active Learning|Active Listening|Critical Thinking|HubSpot software|IBM SPSS Statistics|Intuit QuickBooks|Microsoft Excel|Microsoft Outlook|Monitoring|Reading Comprehension|Salesforce software
925,Sales Representative,19,8,8,11,42.11,Active Learning|Adobe Acrobat|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software|Writing,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Microsoft Office software|Monitoring|Speaking
926,Manufacturing Director,20,8,8,12,40.0,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Apache Hadoop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Active Listening|Adobe Photoshop|Amazon Web Services AWS software|Atlassian JIRA|Critical Thinking|Learning Strategies|Microsoft Office software|Speaking
927,Laboratory Technician,20,10,10,10,50.0,Active Listening|Billing software|Critical Thinking|Database software|MEDITECH software|Microsoft PowerPoint|Microsoft Word|Monitoring|SAP software|Science,Active Learning|Commercial plate reader software|Data entry software|Google Docs|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Speaking|Writing
930,Research Scientist,22,10,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Spark|Bash|C|Docker|GitHub|Mathematics|Reading Comprehension|Writing,Apache Hadoop|Apache Kafka|C++|Critical Thinking|Git|Go|Learning Strategies|Monitoring|Science|Speaking
932,Laboratory Technician,20,9,9,11,45.0,Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Monitoring|Writing,Active Learning|Billing software|Google Docs|MEDITECH software|Microsoft Outlook|Reading Comprehension|SAP software|Science|Speaking
933,Research Scientist,22,9,9,13,40.91,Active Learning|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|C|Critical Thinking|Git|Go|Learning Strategies|Reading Comprehension|Science|Speaking,Active Listening|Amazon Web Services AWS software|Bash|C++|Docker|GitHub|Mathematics|Monitoring|Writing
934,Laboratory Technician,20,8,8,12,40.0,Billing software|Commercial plate reader software|Data entry software|Database software|MEDITECH software|Microsoft Excel|Microsoft PowerPoint|Monitoring|Reading Comprehension|Science|Speaking|Writing,Active Learning|Active Listening|Critical Thinking|Google Docs|Microsoft Office software|Microsoft Outlook|Microsoft Word|SAP software
936,Sales Executive,19,9,9,10,47.37,Active Learning|Active Listening|Adobe Illustrator|Adobe Photoshop|Apple macOS|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software,Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Monitoring|Speaking|Writing
939,Research Scientist,22,10,10,12,45.45,Amazon Web Services AWS software|Apache Kafka|Apache Spark|C|C++|Critical Thinking|Git|GitHub|Learning Strategies|Monitoring|Reading Comprehension|Writing,Active Learning|Active Listening|Ansible software|Apache Hadoop|Bash|Docker|Go|Mathematics|Science|Speaking
940,Healthcare Representative,19,12,12,7,63.16,Active Learning|Google Workspace software|HubSpot software|Intuit QuickBooks|Linux|Monitoring|Reading Comprehension,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Critical Thinking|Google Analytics|IBM SPSS Statistics|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Salesforce software|Speaking|Writing
941,Sales Representative,19,10,10,9,52.63,Active Learning|Adobe Illustrator|Critical Thinking|Microsoft Excel|Microsoft PowerPoint|Monitoring|Salesforce software|Speaking|Writing,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Reading Comprehension
942,Healthcare Representative,19,9,9,10,47.37,Active Listening|Amazon Web Services AWS software|Apache Hadoop|Google Workspace software|IBM SPSS Statistics|Intuit QuickBooks|Linux|Microsoft Excel|Monitoring|Salesforce software,Active Learning|Critical Thinking|Google Analytics|HubSpot software|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Speaking|Writing
944,Laboratory Technician,20,14,14,6,70.0,Active Listening|Billing software|Microsoft Excel|Microsoft Word|Reading Comprehension|Science,Active Learning|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|SAP software|Speaking|Writing
945,Research Scientist,22,12,12,10,54.55,Active Learning|Ansible software|Apache Hadoop|Apache Spark|Bash|Critical Thinking|Mathematics|Monitoring|Science|Writing,Active Listening|Amazon Web Services AWS software|Apache Kafka|C|C++|Docker|Git|GitHub|Go|Learning Strategies|Reading Comprehension|Speaking
947,Sales Executive,19,9,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Speaking,Active Listening|Critical Thinking|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Writing
949,Research Scientist,22,10,10,12,45.45,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Kafka|Bash|C|C++|Critical Thinking|GitHub|Reading Comprehension|Speaking|Writing,Active Learning|Apache Hadoop|Apache Spark|Docker|Git|Go|Learning Strategies|Mathematics|Monitoring|Science
